Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,Policy Tenure,Policy Tenure Buckets
POL09146332,Property,202615,450.97,44488,46610,Quarterly,Terminated,CUST95152808,2122,<6 years
POL30313207,Auto,384060,1158.24,44790,47511,Annually,Active,CUST50835416,2721,<8 years
POL22465003,Property,382364,820.17,45453,48526,Annually,Active,CUST65392826,3073,>8yrs
POL78018067,Life,308437,809.14,44730,47781,Quarterly,Active,CUST33904147,3051,>8yrs
POL05468446,Auto,472624,313.72,45122,46872,Monthly,Lapsed,CUST06954029,1750,<6 years
POL32493960,Auto,342183,1631.11,44225,47434,Quarterly,Terminated,CUST40497767,3209,>8yrs
POL76101411,Auto,90858,1239.19,43874,44306,Annually,Lapsed,CUST66940113,432,<2 years
POL50589864,Property,48099,324.08,42794,45780,Annually,Terminated,CUST09267662,2986,>8yrs
POL31918611,Auto,100592,1106.7,42789,45838,Annually,Lapsed,CUST73472975,3049,>8yrs
POL21488909,Life,437466,373.95,45513,48335,Monthly,Terminated,CUST23290415,2822,<8 years
POL05845525,Property,295867,1183.71,44466,48106,Annually,Lapsed,CUST19435664,3640,>8yrs
POL95503927,Life,78487,306.25,45222,46799,Quarterly,Terminated,CUST82696043,1577,<6 years
POL68080704,Auto,58493,917.26,45108,47670,Annually,Active,CUST21126941,2562,<8 years
POL92022218,Life,331737,1987.02,43655,44900,Quarterly,Terminated,CUST74684366,1245,<4 years
POL79310767,Auto,321804,1361.07,43602,46855,Annually,Terminated,CUST80650317,3253,>8yrs
POL66670427,Life,237226,1532.28,42965,43986,Quarterly,Lapsed,CUST70990233,1021,<4 years
POL70586146,Health,413695,1069.78,44264,46354,Monthly,Lapsed,CUST11166559,2090,<6 years
POL91496475,Life,408497,690.42,43163,44417,Quarterly,Lapsed,CUST41305024,1254,<4 years
POL61274835,Health,354848,1154.01,43154,44876,Monthly,Terminated,CUST28339448,1722,<6 years
POL86234151,Property,104266,374.25,44463,45997,Annually,Active,CUST83014142,1534,<6 years
POL60096605,Health,55228,948.51,42141,45726,Annually,Lapsed,CUST23441524,3585,>8yrs
POL68847136,Auto,21874,951.17,42081,43246,Annually,Terminated,CUST68281778,1165,<4 years
POL67256934,Property,214173,1536.85,44634,45295,Quarterly,Active,CUST85679291,661,<2 years
POL65820287,Life,302868,751.95,43461,46627,Monthly,Active,CUST90683254,3166,>8yrs
POL93117339,Auto,399844,1585.62,42314,44340,Annually,Terminated,CUST19076228,2026,<6 years
POL14706176,Health,250115,1793.94,43742,44583,Monthly,Active,CUST15563808,841,<4 years
POL44229118,Health,239144,1493.99,43113,43910,Monthly,Active,CUST72665861,797,<4 years
POL91532160,Health,349965,1440.85,45339,48245,Annually,Lapsed,CUST24038932,2906,<8 years
POL17634644,Health,465454,922.87,43729,46141,Annually,Lapsed,CUST45352096,2412,<8 years
POL40092390,Life,34689,1112.68,43799,44517,Annually,Terminated,CUST81108268,718,<2 years
POL03596444,Life,345946,1972.2,42456,43334,Annually,Active,CUST83712658,878,<4 years
POL83335990,Life,315900,1048.89,45324,47280,Monthly,Terminated,CUST52359238,1956,<6 years
POL62011769,Auto,121461,246.78,43655,47131,Annually,Lapsed,CUST04973142,3476,>8yrs
POL56054127,Life,32616,1170.79,43138,44678,Monthly,Terminated,CUST86198760,1540,<6 years
POL34279255,Health,342282,1408.15,43791,45584,Monthly,Active,CUST18484796,1793,<6 years
POL35733918,Health,261784,608.58,45089,47135,Quarterly,Active,CUST21222525,2046,<6 years
POL82947020,Auto,481614,1973.01,42507,43340,Quarterly,Active,CUST66213193,833,<4 years
POL14835880,Auto,481985,1753.89,42554,43534,Annually,Terminated,CUST14656819,980,<4 years
POL84917275,Health,137334,1563.57,42659,44324,Annually,Active,CUST35355567,1665,<6 years
POL50465451,Auto,377986,567.39,42665,46096,Annually,Lapsed,CUST56374821,3431,>8yrs
POL63433584,Health,263906,959.49,44133,45882,Monthly,Terminated,CUST62703583,1749,<6 years
POL11950441,Auto,185952,285.64,42687,44114,Quarterly,Terminated,CUST39883207,1427,<4 years
POL99336458,Property,103438,1900.17,44673,48121,Annually,Terminated,CUST27430641,3448,>8yrs
POL56891224,Health,55128,1683.73,43641,44833,Monthly,Active,CUST89683690,1192,<4 years
POL35855900,Auto,295767,806.28,45589,49131,Quarterly,Terminated,CUST63174810,3542,>8yrs
POL40918381,Auto,140089,1683.85,44955,47715,Annually,Lapsed,CUST08016042,2760,<8 years
POL91751592,Health,417729,1229.13,44941,48073,Annually,Lapsed,CUST15980899,3132,>8yrs
POL01655235,Auto,394255,1496.57,42844,45087,Quarterly,Lapsed,CUST36630131,2243,<8 years
POL69912538,Property,40732,1153.39,43456,45359,Monthly,Terminated,CUST78421127,1903,<6 years
POL77983903,Life,393536,390.24,43864,47374,Quarterly,Active,CUST45343290,3510,>8yrs
POL47755970,Life,170470,826.27,44189,47331,Quarterly,Terminated,CUST72531075,3142,>8yrs
POL63646806,Property,49620,1670.52,43895,44464,Annually,Terminated,CUST07240558,569,<2 years
POL83969664,Property,365991,570.56,42053,45454,Monthly,Lapsed,CUST26565796,3401,>8yrs
POL51974701,Health,468877,1113.52,44589,45395,Monthly,Lapsed,CUST25685755,806,<4 years
POL12364849,Property,128255,512.16,42786,46414,Annually,Lapsed,CUST96724886,3628,>8yrs
POL89559053,Property,321564,926.23,42473,45858,Annually,Active,CUST27814120,3385,>8yrs
POL04079645,Health,469166,1997.23,44707,47759,Monthly,Terminated,CUST15087891,3052,>8yrs
POL59539217,Auto,17366,557.36,43931,45600,Monthly,Lapsed,CUST93959202,1669,<6 years
POL05422955,Property,292248,1427.22,42951,46289,Annually,Lapsed,CUST79755040,3338,>8yrs
POL95032278,Auto,19638,1106.92,44963,46344,Quarterly,Active,CUST44315907,1381,<4 years
POL10231732,Life,419812,999.26,42182,43354,Annually,Terminated,CUST67521046,1172,<4 years
POL42878655,Life,52776,510.91,43175,46000,Monthly,Active,CUST09899735,2825,<8 years
POL20029148,Health,340463,121.33,45038,46659,Quarterly,Active,CUST91932461,1621,<6 years
POL30144763,Property,192400,398.65,45627,46982,Quarterly,Lapsed,CUST63461471,1355,<4 years
POL43518284,Health,350604,1159.07,43046,44855,Monthly,Lapsed,CUST76170188,1809,<6 years
POL58245588,Property,178897,1990.99,42668,43590,Monthly,Terminated,CUST36502944,922,<4 years
POL26021266,Health,249040,482.94,43897,44448,Quarterly,Active,CUST94483327,551,<2 years
POL20726693,Auto,441090,958.33,43760,45900,Quarterly,Active,CUST04578025,2140,<6 years
POL57578050,Auto,130820,637.57,43499,46548,Monthly,Active,CUST05464310,3049,>8yrs
POL40860073,Health,48315,616.58,44826,46843,Quarterly,Terminated,CUST60606082,2017,<6 years
POL53248656,Property,127034,1349.15,43437,45817,Quarterly,Lapsed,CUST86470817,2380,<8 years
POL94500784,Life,207176,113.24,44183,46384,Annually,Lapsed,CUST88843350,2201,<8 years
POL70863328,Property,201046,368.04,43542,44609,Monthly,Lapsed,CUST63525013,1067,<4 years
POL53955100,Life,192286,1527.04,44709,45783,Quarterly,Lapsed,CUST21236193,1074,<4 years
POL83013724,Auto,289597,791.41,42688,45668,Quarterly,Lapsed,CUST39304615,2980,>8yrs
POL26961940,Health,367029,1076.78,44722,46671,Monthly,Terminated,CUST58217728,1949,<6 years
POL21551791,Auto,67502,1780.9,43025,45489,Quarterly,Terminated,CUST32079386,2464,<8 years
POL25617891,Auto,440652,1762.72,44505,47849,Annually,Active,CUST52438130,3344,>8yrs
POL96709207,Property,141046,683.58,44681,47569,Quarterly,Active,CUST08154097,2888,<8 years
POL53111704,Life,359994,1115.75,44096,45219,Annually,Lapsed,CUST55031474,1123,<4 years
POL37879847,Property,221919,1097.24,42238,43813,Monthly,Terminated,CUST58584623,1575,<6 years
POL32906837,Property,130906,488.77,43194,46487,Monthly,Active,CUST35619691,3293,>8yrs
POL48302488,Property,356185,1378.72,42708,43888,Annually,Active,CUST06543363,1180,<4 years
POL20699215,Auto,129847,1036.25,44863,45641,Annually,Lapsed,CUST99828921,778,<4 years
POL45984602,Auto,146733,196.17,43862,46655,Annually,Active,CUST01800996,2793,<8 years
POL73703547,Property,331888,977.33,45432,48679,Quarterly,Active,CUST99988126,3247,>8yrs
POL50805715,Auto,14851,807.15,42154,42986,Quarterly,Terminated,CUST97293125,832,<4 years
POL13559855,Life,299315,903.47,44741,45476,Monthly,Lapsed,CUST28840291,735,<4 years
POL54448931,Property,450152,944.87,44321,47586,Annually,Active,CUST57806407,3265,>8yrs
POL50406144,Life,61376,107.84,42924,44040,Annually,Lapsed,CUST66492734,1116,<4 years
POL80050705,Property,289992,1069.19,45396,47990,Annually,Active,CUST57843657,2594,<8 years
POL99672508,Auto,45135,814.44,42364,43761,Monthly,Active,CUST11362327,1397,<4 years
POL29892884,Property,297716,807.04,44657,47669,Quarterly,Lapsed,CUST47625072,3012,>8yrs
POL71169830,Health,496200,151.03,43976,44633,Annually,Terminated,CUST78428397,657,<2 years
POL06341687,Life,355566,1887.17,42920,43978,Quarterly,Terminated,CUST01848800,1058,<4 years
POL30102239,Auto,251397,534.23,43123,45823,Monthly,Terminated,CUST91318322,2700,<8 years
POL64958007,Health,49902,448.83,45480,48435,Quarterly,Active,CUST84918429,2955,>8yrs
POL74375234,Property,441565,937.79,44838,48040,Quarterly,Lapsed,CUST03452356,3202,>8yrs
POL19188778,Property,292458,934.57,44855,47090,Annually,Lapsed,CUST97539220,2235,<8 years
POL23066229,Property,330699,1202.41,44917,46484,Quarterly,Active,CUST93992111,1567,<6 years
POL92741100,Auto,242690,332.84,42075,45707,Quarterly,Lapsed,CUST95420914,3632,>8yrs
POL80263334,Life,28248,1850.07,42477,44454,Monthly,Lapsed,CUST86814379,1977,<6 years
POL11539302,Property,472666,1089.24,44089,46278,Monthly,Terminated,CUST69825332,2189,<6 years
POL61616519,Health,348571,1481.49,44101,44816,Annually,Lapsed,CUST74158487,715,<2 years
POL59779212,Life,424695,447.74,45119,45879,Annually,Lapsed,CUST56211642,760,<4 years
POL46435605,Auto,123724,536.2,42879,45159,Monthly,Lapsed,CUST83831085,2280,<8 years
POL00076326,Auto,161799,1554.84,44647,46683,Quarterly,Active,CUST18584565,2036,<6 years
POL80491812,Property,167744,1797.32,43326,44943,Annually,Terminated,CUST53702024,1617,<6 years
POL71149711,Property,152046,1940.27,44439,46058,Annually,Active,CUST84639603,1619,<6 years
POL44317279,Auto,277609,816.61,43857,45305,Annually,Terminated,CUST57878535,1448,<4 years
POL60410061,Property,241650,144.31,42917,45934,Monthly,Lapsed,CUST96043315,3017,>8yrs
POL71490424,Property,201573,1584.16,43355,44030,Quarterly,Terminated,CUST02184808,675,<2 years
POL48116183,Health,255347,483.75,44808,46789,Quarterly,Active,CUST58555588,1981,<6 years
POL11366285,Property,144193,725.11,45354,47073,Annually,Active,CUST86774118,1719,<6 years
POL27312649,Property,359829,1504.84,44519,45739,Quarterly,Active,CUST15199230,1220,<4 years
POL23616095,Life,357755,1623.07,45091,47192,Quarterly,Lapsed,CUST66262326,2101,<6 years
POL17842339,Life,345521,1398.13,43020,43689,Monthly,Terminated,CUST02686696,669,<2 years
POL31482176,Property,417812,395.78,43958,45953,Monthly,Lapsed,CUST10335621,1995,<6 years
POL93065434,Property,183045,1780.09,45025,48456,Annually,Terminated,CUST44410921,3431,>8yrs
POL20797511,Auto,123611,620.47,45534,48390,Quarterly,Lapsed,CUST06247712,2856,<8 years
POL19022484,Property,146070,969.01,43311,44336,Quarterly,Active,CUST25734739,1025,<4 years
POL54437917,Property,326156,361.79,44642,46871,Monthly,Active,CUST94537086,2229,<8 years
POL79171752,Life,272185,1575.54,42485,43910,Monthly,Terminated,CUST28747234,1425,<4 years
POL77295889,Auto,372561,1959.34,44523,47612,Monthly,Lapsed,CUST19543662,3089,>8yrs
POL28518330,Health,334950,1972.39,44238,45665,Monthly,Terminated,CUST65678125,1427,<4 years
POL27667498,Health,205677,1316.13,42996,45212,Quarterly,Terminated,CUST60031192,2216,<8 years
POL74240303,Life,107733,1185.22,44975,48345,Monthly,Active,CUST68173648,3370,>8yrs
POL02642777,Property,225397,914.75,43120,46114,Quarterly,Lapsed,CUST45820772,2994,>8yrs
POL53266235,Health,106875,1637.05,44205,46410,Annually,Active,CUST47821240,2205,<8 years
POL89472328,Life,241302,1280.46,43573,47089,Quarterly,Terminated,CUST83659102,3516,>8yrs
POL72999115,Health,382469,555.86,45641,48890,Monthly,Terminated,CUST60555781,3249,>8yrs
POL22426524,Property,311219,1574.82,42368,46011,Monthly,Active,CUST73055610,3643,>8yrs
POL77977275,Auto,232375,253.9,43210,44749,Annually,Terminated,CUST78772673,1539,<6 years
POL36741877,Life,443734,1177.2,42321,44222,Quarterly,Active,CUST36148354,1901,<6 years
POL81138188,Life,177993,1245.13,45492,48296,Monthly,Terminated,CUST50318524,2804,<8 years
POL37789454,Property,389336,935.04,42540,43576,Quarterly,Active,CUST17203363,1036,<4 years
POL26231753,Property,281931,1042.58,44707,45461,Monthly,Terminated,CUST63614687,754,<4 years
POL72768482,Property,406478,190.73,44060,46049,Annually,Active,CUST41499971,1989,<6 years
POL44711941,Life,311324,986.86,43922,45313,Monthly,Terminated,CUST42468228,1391,<4 years
POL61600687,Health,412067,1328.42,44817,48376,Annually,Lapsed,CUST97297558,3559,>8yrs
POL40292999,Life,119429,563.01,43401,45039,Quarterly,Active,CUST70179932,1638,<6 years
POL18325532,Health,269208,824.46,44415,44850,Monthly,Terminated,CUST14551528,435,<2 years
POL35135678,Health,298922,751.24,44760,47594,Quarterly,Active,CUST01806122,2834,<8 years
POL84035014,Auto,57388,1042.09,44101,45935,Annually,Lapsed,CUST28672718,1834,<6 years
POL91245817,Life,117242,555.59,42634,44252,Annually,Lapsed,CUST64076713,1618,<6 years
POL25453349,Life,433211,458.57,44546,46278,Quarterly,Terminated,CUST40770489,1732,<6 years
POL79359714,Health,443226,239.9,44742,48320,Annually,Active,CUST32046264,3578,>8yrs
POL28053301,Auto,233237,801.63,42500,45149,Monthly,Active,CUST50132199,2649,<8 years
POL83112617,Life,16525,1112.64,45196,46882,Monthly,Lapsed,CUST88067356,1686,<6 years
POL70257677,Property,416432,1940.43,42188,45378,Annually,Terminated,CUST70150477,3190,>8yrs
POL18727318,Property,334052,1043.39,45523,47316,Annually,Terminated,CUST46516721,1793,<6 years
POL06351305,Auto,352173,1008.87,44120,46957,Annually,Lapsed,CUST01944550,2837,<8 years
POL65755562,Property,37890,1029.35,43490,46397,Annually,Lapsed,CUST17737767,2907,<8 years
POL10423452,Auto,292838,863.94,43101,44760,Monthly,Terminated,CUST82633434,1659,<6 years
POL01955713,Property,80948,752.99,45105,46602,Annually,Active,CUST83022384,1497,<6 years
POL56961629,Auto,31773,927.4,45450,46787,Annually,Active,CUST38662751,1337,<4 years
POL45153648,Health,233565,1232.16,42928,44851,Quarterly,Lapsed,CUST91483662,1923,<6 years
POL18028969,Property,129740,101.46,45372,46486,Quarterly,Active,CUST11882730,1114,<4 years
POL91672539,Auto,54292,582.14,43390,45259,Quarterly,Active,CUST48890914,1869,<6 years
POL28953016,Health,321291,1412.7,42646,45790,Quarterly,Terminated,CUST67805881,3144,>8yrs
POL38988950,Health,141229,1461.32,45290,47386,Quarterly,Lapsed,CUST62813092,2096,<6 years
POL27507809,Health,249491,1842.66,44735,45491,Annually,Active,CUST56206893,756,<4 years
POL00831253,Life,195574,881.21,44781,45700,Annually,Lapsed,CUST01001245,919,<4 years
POL83671253,Life,389278,1863.35,43329,45505,Annually,Active,CUST58292065,2176,<6 years
POL27100819,Property,443109,1164.06,43381,46058,Quarterly,Terminated,CUST73402593,2677,<8 years
POL04601577,Auto,98383,108.68,43818,45869,Annually,Active,CUST18040436,2051,<6 years
POL04910841,Auto,364216,365.8,43149,46395,Annually,Active,CUST27119109,3246,>8yrs
POL92491659,Life,44939,1962.4,42108,43744,Annually,Lapsed,CUST41268290,1636,<6 years
POL30360159,Life,391888,487.23,43473,44169,Quarterly,Terminated,CUST71493124,696,<2 years
POL01068804,Property,302534,1764.72,43582,44537,Monthly,Terminated,CUST34213033,955,<4 years
POL03033132,Health,314337,196.88,45121,47085,Annually,Terminated,CUST47003736,1964,<6 years
POL48255103,Property,329543,174.79,43958,44501,Monthly,Active,CUST34569594,543,<2 years
POL94723645,Property,71010,206.5,44781,46208,Annually,Terminated,CUST56613068,1427,<4 years
POL28172331,Life,303207,866.13,42832,43583,Monthly,Terminated,CUST52643367,751,<4 years
POL70866234,Health,230286,600.66,43035,43700,Annually,Lapsed,CUST53857349,665,<2 years
POL14684878,Auto,365124,1286.13,43458,45495,Quarterly,Terminated,CUST95771051,2037,<6 years
POL94943347,Health,17803,899.53,45453,47038,Quarterly,Lapsed,CUST16660133,1585,<6 years
POL31224830,Health,76647,519.93,45489,48230,Quarterly,Terminated,CUST36576560,2741,<8 years
POL33177916,Property,80217,1870.37,43555,43959,Annually,Active,CUST65675664,404,<2 years
POL14072112,Health,395595,108.27,42727,43642,Monthly,Active,CUST19811172,915,<4 years
POL09462965,Property,90964,1144.42,43719,47286,Monthly,Active,CUST04882821,3567,>8yrs
POL69777787,Auto,484273,1529.26,42709,43657,Quarterly,Active,CUST28506793,948,<4 years
POL23581745,Health,252688,1257.9,45457,47381,Monthly,Active,CUST47527169,1924,<6 years
POL21865118,Life,400266,869.24,44215,46572,Annually,Terminated,CUST95531694,2357,<8 years
POL79962283,Auto,238001,1294.45,43747,44139,Quarterly,Active,CUST66017391,392,<2 years
POL44992881,Property,36068,1414,44688,46236,Quarterly,Active,CUST26089492,1548,<6 years
POL51700588,Life,181001,512.63,45169,47487,Quarterly,Active,CUST71761032,2318,<8 years
POL75657317,Life,373051,840.48,42599,44177,Monthly,Terminated,CUST86885915,1578,<6 years
POL51395924,Health,92703,100.43,42989,44555,Annually,Active,CUST35201874,1566,<6 years
POL75494464,Health,473918,1798.51,45154,48717,Annually,Lapsed,CUST56082389,3563,>8yrs
POL87711451,Life,237960,786.37,42880,45887,Monthly,Active,CUST81280296,3007,>8yrs
POL66860672,Health,233369,863.92,43300,46589,Annually,Active,CUST87535650,3289,>8yrs
POL05225694,Life,104643,1021.41,44494,47138,Quarterly,Active,CUST72244441,2644,<8 years
POL02258663,Property,25878,1972.87,44730,47856,Annually,Lapsed,CUST26046350,3126,>8yrs
POL75098865,Property,417218,1429.11,44563,46375,Quarterly,Lapsed,CUST85843138,1812,<6 years
POL24582838,Health,168472,1712.15,44933,46915,Annually,Terminated,CUST30998709,1982,<6 years
POL77765185,Life,327047,329.51,42019,42694,Monthly,Active,CUST05568975,675,<2 years
POL75914495,Property,63446,1128.18,42591,44907,Annually,Active,CUST45931778,2316,<8 years
POL23336703,Health,32206,142.94,45098,48361,Annually,Active,CUST20569770,3263,>8yrs
POL82679187,Auto,77188,1385.66,42563,45551,Quarterly,Lapsed,CUST81638568,2988,>8yrs
POL05037648,Health,447893,961.91,43293,45935,Quarterly,Lapsed,CUST43290947,2642,<8 years
POL96221318,Life,357697,1562.1,42422,43547,Monthly,Active,CUST57878535,1125,<4 years
POL27915739,Life,264911,1660.68,43032,45785,Quarterly,Terminated,CUST24838453,2753,<8 years
POL98680765,Health,474229,1535.5,43256,44575,Annually,Terminated,CUST07395003,1319,<4 years
POL71597887,Life,426169,275.38,44102,45617,Monthly,Lapsed,CUST08169319,1515,<6 years
POL71437971,Auto,152969,189.32,44792,48386,Quarterly,Terminated,CUST78371218,3594,>8yrs
POL77500354,Auto,442942,1431.69,45138,47764,Annually,Active,CUST75412147,2626,<8 years
POL76996418,Life,188372,858.12,44744,48077,Monthly,Terminated,CUST44929464,3333,>8yrs
POL37906683,Property,149704,1575.2,42674,44275,Annually,Terminated,CUST22955416,1601,<6 years
POL45303866,Property,342975,1276.94,44146,46616,Annually,Active,CUST35923084,2470,<8 years
POL60056200,Property,13615,1576.02,45047,46236,Monthly,Active,CUST05166868,1189,<4 years
POL85480742,Auto,312072,107.54,45119,46352,Quarterly,Terminated,CUST50131393,1233,<4 years
POL11311249,Auto,32283,632.87,42421,44509,Annually,Terminated,CUST29805169,2088,<6 years
POL77958772,Health,321807,673.23,45461,46513,Quarterly,Active,CUST00457976,1052,<4 years
POL05185447,Life,271056,1813.45,43042,44766,Quarterly,Lapsed,CUST47847817,1724,<6 years
POL18055024,Life,352494,1632.5,42891,43758,Monthly,Active,CUST86360336,867,<4 years
POL11682509,Health,399883,175.69,45179,48402,Annually,Active,CUST76633869,3223,>8yrs
POL87334776,Life,483850,610.98,43611,45982,Monthly,Terminated,CUST91567525,2371,<8 years
POL60959014,Life,113079,1251.89,42910,46519,Monthly,Terminated,CUST69825332,3609,>8yrs
POL07946398,Property,213958,645.25,42662,43701,Annually,Active,CUST47950419,1039,<4 years
POL85374430,Auto,278614,676.07,44127,47285,Quarterly,Terminated,CUST64749211,3158,>8yrs
POL76059961,Auto,493477,1183.83,43704,44900,Monthly,Terminated,CUST77704326,1196,<4 years
POL52778521,Life,14353,735.14,42640,46095,Annually,Lapsed,CUST55395846,3455,>8yrs
POL32646006,Property,265136,616.13,45041,48644,Monthly,Terminated,CUST15254113,3603,>8yrs
POL86718236,Health,265107,695.63,42011,43196,Annually,Terminated,CUST29981317,1185,<4 years
POL00862798,Life,142919,1534.52,44615,46567,Monthly,Active,CUST21473276,1952,<6 years
POL98618330,Life,207282,1357.56,44753,45399,Annually,Lapsed,CUST41446038,646,<2 years
POL66992068,Health,281519,1895.57,43374,43846,Annually,Active,CUST72186583,472,<2 years
POL82970640,Auto,309081,1735.79,43002,45568,Monthly,Active,CUST73181070,2566,<8 years
POL25517652,Life,30332,616.02,43138,43825,Quarterly,Active,CUST14150053,687,<2 years
POL06409803,Property,259640,336.58,43474,43843,Monthly,Active,CUST32157622,369,<2 years
POL88450754,Auto,294297,811.97,43419,45122,Quarterly,Active,CUST84381012,1703,<6 years
POL51127842,Health,422213,1788.74,45238,47021,Quarterly,Lapsed,CUST14754808,1783,<6 years
POL58793431,Property,196432,1652.99,43434,46755,Monthly,Lapsed,CUST46135838,3321,>8yrs
POL84536532,Health,268609,1828.33,44527,45963,Quarterly,Terminated,CUST80282687,1436,<4 years
POL46047482,Property,219310,557.63,42007,45144,Monthly,Terminated,CUST78772723,3137,>8yrs
POL18422174,Property,219815,1029.04,43899,45696,Monthly,Active,CUST03008845,1797,<6 years
POL65121827,Property,380802,377.92,44914,46485,Quarterly,Lapsed,CUST85015707,1571,<6 years
POL30700700,Health,477730,205.21,44297,47082,Annually,Active,CUST73620388,2785,<8 years
POL26217907,Life,460042,1874.93,45454,47220,Monthly,Terminated,CUST64398033,1766,<6 years
POL28359408,Life,484594,212.26,42955,43821,Quarterly,Terminated,CUST93762757,866,<4 years
POL39585916,Health,341171,1726.56,42131,45477,Monthly,Terminated,CUST62519479,3346,>8yrs
POL40288131,Property,152298,1429.85,42862,45854,Annually,Lapsed,CUST94261283,2992,>8yrs
POL12588543,Property,120545,959.79,44715,48287,Monthly,Terminated,CUST54293952,3572,>8yrs
POL94299396,Property,332668,324.47,44433,47500,Quarterly,Terminated,CUST92087908,3067,>8yrs
POL01953510,Property,105493,1871.41,43129,45923,Quarterly,Terminated,CUST61152485,2794,<8 years
POL53180986,Property,448957,1886.32,45414,46886,Quarterly,Active,CUST50809150,1472,<6 years
POL60529596,Auto,317112,272.72,42222,43521,Annually,Terminated,CUST51436403,1299,<4 years
POL17699181,Health,469657,1234.45,43234,44863,Quarterly,Active,CUST68851190,1629,<6 years
POL85518381,Life,443772,1925,43125,44857,Annually,Lapsed,CUST94024764,1732,<6 years
POL00790731,Property,491828,722.06,42466,44032,Monthly,Lapsed,CUST64506627,1566,<6 years
POL79308293,Property,238021,185.65,43123,45176,Quarterly,Terminated,CUST95274525,2053,<6 years
POL75583220,Auto,152775,1899.9,42174,42944,Annually,Lapsed,CUST07740232,770,<4 years
POL93077983,Property,148316,151.45,42703,45700,Annually,Terminated,CUST18477593,2997,>8yrs
POL41162519,Health,435384,843.41,42733,45060,Annually,Active,CUST46612879,2327,<8 years
POL21013410,Property,148205,1504.89,45321,46454,Quarterly,Lapsed,CUST91204941,1133,<4 years
POL73536906,Life,467001,1647.11,42017,43179,Annually,Active,CUST35441846,1162,<4 years
POL80301647,Life,122127,820.8,42893,44881,Annually,Terminated,CUST65831421,1988,<6 years
POL79966692,Health,86578,705.01,44901,48450,Quarterly,Terminated,CUST23869208,3549,>8yrs
POL14879776,Health,169916,1808.82,43403,45134,Annually,Active,CUST21063311,1731,<6 years
POL58623707,Life,134163,802.51,44815,46234,Quarterly,Lapsed,CUST86117199,1419,<4 years
POL10386302,Health,20444,603.64,43864,44543,Quarterly,Active,CUST94782863,679,<2 years
POL56491969,Auto,24007,1551.59,42409,43339,Quarterly,Lapsed,CUST81225418,930,<4 years
POL99602250,Property,171632,587.51,44264,45012,Monthly,Active,CUST25749054,748,<4 years
POL01897492,Property,242981,1015.82,44738,48168,Monthly,Terminated,CUST53642388,3430,>8yrs
POL03026921,Health,362254,1257.18,42119,42852,Quarterly,Lapsed,CUST07572458,733,<4 years
POL36441789,Auto,58984,389.47,43755,46499,Annually,Lapsed,CUST82795942,2744,<8 years
POL21292296,Health,166685,726.24,45034,45403,Monthly,Terminated,CUST28641281,369,<2 years
POL38348666,Auto,212249,1672.74,44804,46612,Monthly,Active,CUST17612389,1808,<6 years
POL58185281,Auto,250003,1728.93,44264,46161,Annually,Active,CUST06959252,1897,<6 years
POL82403986,Auto,390831,246.15,44832,46177,Quarterly,Active,CUST52459393,1345,<4 years
POL69345542,Health,300014,1865.63,43568,45611,Monthly,Terminated,CUST87542280,2043,<6 years
POL61565089,Property,261765,1824.64,42151,43728,Annually,Terminated,CUST35260349,1577,<6 years
POL72131385,Auto,429703,1096.48,43295,45594,Monthly,Lapsed,CUST89386367,2299,<8 years
POL99575360,Health,30789,1281.44,42712,45219,Quarterly,Active,CUST27723093,2507,<8 years
POL73764767,Auto,103078,505.98,44182,45364,Annually,Terminated,CUST62402125,1182,<4 years
POL15585087,Health,64030,1096.88,44035,45478,Monthly,Lapsed,CUST49812848,1443,<4 years
POL59775349,Health,170259,267.83,42506,45855,Monthly,Lapsed,CUST50344731,3349,>8yrs
POL33945420,Property,397693,1062.58,44959,47015,Monthly,Lapsed,CUST88982495,2056,<6 years
POL02432943,Life,52500,1248.78,43282,46441,Monthly,Lapsed,CUST07838901,3159,>8yrs
POL33232710,Health,387030,1072.79,43934,46471,Quarterly,Lapsed,CUST54761752,2537,<8 years
POL92258412,Health,219222,1781.15,45276,48108,Quarterly,Terminated,CUST39434727,2832,<8 years
POL26888148,Property,165719,605.71,45510,48019,Quarterly,Lapsed,CUST47318206,2509,<8 years
POL94726413,Health,126017,1560.77,45470,46340,Monthly,Lapsed,CUST61996964,870,<4 years
POL73854383,Life,255423,697.87,44890,48311,Quarterly,Terminated,CUST59586533,3421,>8yrs
POL19911528,Health,92232,390.25,45164,48595,Annually,Terminated,CUST05440655,3431,>8yrs
POL89952764,Life,372687,1528.09,43032,43529,Annually,Lapsed,CUST19473832,497,<2 years
POL41639012,Auto,193710,920.48,44837,45453,Monthly,Lapsed,CUST63928747,616,<2 years
POL38343188,Health,159969,134.12,43883,47024,Monthly,Lapsed,CUST90831097,3141,>8yrs
POL60365755,Life,456284,341.18,43395,43845,Monthly,Active,CUST99646698,450,<2 years
POL72072111,Auto,96227,257.22,44723,45725,Monthly,Terminated,CUST70030309,1002,<4 years
POL69526791,Property,303978,1990.14,42051,44433,Monthly,Lapsed,CUST28101646,2382,<8 years
POL75813186,Health,430095,862.03,44632,46416,Annually,Active,CUST41027839,1784,<6 years
POL54348718,Property,17863,987.73,42462,43960,Annually,Terminated,CUST48452402,1498,<6 years
